6,12,1300000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
7,42,2700000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
3,9,1500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,7,1600000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
16,7,8000000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
3,0,3300000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
10,0,23000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
6,10,1550000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
6,0,600000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
14,0,21500000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
5,0,550000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
3,0,4300000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
8,0,300000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
20,0,8500000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
12,8,3600000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
6,0,2350000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
10,0,9500000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
18,26,8000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
8,20,1100000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
19,0,13999000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
7,0,2900000,4.1,3.6,3.2,3.7,3.6,3.3,4.4,3.1,3.9
9,0,13600000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
4,0,700000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
10,0,600000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
7,0,1650000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
10,9,6000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
6,0,399000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
31,1,8000000,3.5,3.0,2.2,3.7,2.7,2.7,4.1,2.1,3.0
13,8,1350000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
22,0,35000000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
14,10,1200000,4.4,3.6,2.8,4.1,3.2,2.7,4.2,3.1,4.2
5,7,690000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
36,11,5200000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
9,9,3500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
5,10,1200000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
90,0,2800000,3.9,3.8,2.9,3.6,3.6,3.3,4.4,3.1,3.5
5,8,2600000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
75,0,7300000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
9,24,950000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
6,0,6700000,3.6,3.5,3.2,3.8,3.7,3.4,4.3,3.1,3.7
7,0,2250000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
48,0,65000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
4,13,1200000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,14,1500000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
15,0,33000000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
14,20,14000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
5,16,550000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
3,0,4500000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
4,0,10785500,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
18,0,10000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,0,3300000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
9,0,3500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
60,0,29500000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
10,17,200000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
2000,0,450000000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
10,14,1200000,3.7,3.2,2.3,3.9,3.0,2.6,3.9,2.9,3.7
200,15,4500000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
5,0,2380000,3.9,3.8,2.9,3.6,3.6,3.3,4.4,3.1,3.5
8,0,2900000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
20,10,800000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
5,12,670000,4.4,3.6,2.8,4.1,3.2,2.7,4.2,3.1,4.2
5,26,4000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
10,11,2000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
113,0,6000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
9,0,1150000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
5,14,900000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
7,0,8499000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
8,0,1700000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
8,4,1500000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
7,0,7000000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
3,0,2500000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
15,42,2700000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
72,12,8000000,3.7,3.2,2.3,3.9,3.0,2.6,3.9,2.9,3.7
6,0,6500000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
6,0,1320000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
11,0,9000000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
6,10,3300000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
7,12,6300000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
200,0,7000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
6,0,6250000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
6,0,5000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
11,0,999000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
10,0,1250000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
300,11,30000000,3.7,3.2,2.3,3.9,3.0,2.6,3.9,2.9,3.7
40,5,6200000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
3116,0,40000000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
614,0,46050000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
7,8,400000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
7,0,1600000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
7,0,2800000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
10,0,750000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
23,0,9000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
7,10,950000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
35,0,21945000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
6,0,1900000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
10,50,1900000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
4,0,1250000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
6,10,500000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
18,0,20000000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
35,18,5000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
4,8,500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
4,0,2550000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
4,0,3300000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
194,0,7000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
5,0,8500000,3.6,3.5,3.2,3.8,3.7,3.4,4.3,3.1,3.7
6,0,850000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
6,0,2650000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
7,0,1500000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
83,0,24000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
6,0,1330000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
5,5,900000,3.7,3.2,2.3,3.9,3.0,2.6,3.9,2.9,3.7
450,0,9000000,3.6,3.8,3.3,3.7,3.9,3.8,4.5,3.3,3.8
10,0,5050000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
4,5,1800000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
5,0,1521000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
19,0,21000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
4,0,2100000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
8,0,700000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
8,0,6000000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
8,7,2200000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
200,0,20000000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
3,16,2145000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
6,8,2000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
5,0,550000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
7,17,300000,3.7,3.2,2.3,3.9,3.0,2.6,3.9,2.9,3.7
10,0,3900000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
6,0,1200000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
6,0,8000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,0,500000,3.6,3.5,3.2,3.8,3.7,3.4,4.3,3.1,3.7
8,0,10500000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
15,0,5999999,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
4,0,380000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
12,0,2450000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
5,0,19500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,0,650000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
50,24,3000000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
316,0,37000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
8,0,1650000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
24,0,32500000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
6,8,600000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
4,0,3600000,3.6,3.5,3.2,3.8,3.7,3.4,4.3,3.1,3.7
450,0,210000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
7,11,450000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
5,8,2500000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
5,0,5000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
4,0,1570000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
5,0,2550000,4.4,3.6,2.8,4.1,3.2,2.7,4.2,3.1,4.2
4,0,5000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
4,0,3300000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
6,0,1795000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
340,0,70000000,4.1,3.6,3.2,3.7,3.6,3.3,4.4,3.1,3.9
4,0,3300000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
5,0,2200000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
9,0,3000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
10,10,900000,4.4,3.6,2.8,4.1,3.2,2.7,4.2,3.1,4.2
5,0,5500000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
6,0,1300000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
5,0,300000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
13,0,12800000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
20,0,1100000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
10,0,800000,4.4,3.6,2.8,4.1,3.2,2.7,4.2,3.1,4.2
6,0,530000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
10,0,1900000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
8,0,4000000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
6,0,34500000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
3,0,4000000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
3,0,4500000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
5,0,3500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,0,10700000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
7,0,12900000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
5,0,750000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
5,0,270000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
3,16,3750000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
13,19,2200000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
4,0,1700000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
8,0,4500000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
16,15,4600000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
7,0,2700000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
200,0,12000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
6,0,4000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
7,0,2100000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
5,8,2200000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,15,3000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
110,0,10700000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
30,17,1500000,4.1,3.6,3.2,3.7,3.6,3.3,4.4,3.1,3.9
5,17,1600000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
6,0,5990000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
4,0,1490000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
30,0,30000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
5,21,2700000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
20,0,17500000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
1,0,2700000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
9,0,6200000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
38,24,30400000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
27,0,12000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
28,5,12000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
80,0,48000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
1,0,2700000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
100,6,38000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
90,0,81000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
81,0,63000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
900,0,360000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,0,1200000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
5,0,10000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
4,0,6250000,3.6,3.8,3.3,3.7,3.9,3.8,4.5,3.3,3.8
30,16,15980000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
10,0,1600000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
10,0,2700000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
4,0,1200000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
6,0,3700000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
5,16,2000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
16,14,1700000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
10,0,8500000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
8,0,5000000,4.4,3.6,2.8,4.1,3.2,2.7,4.2,3.1,4.2
6,0,250000,3.5,3.0,2.2,3.7,2.7,2.7,4.1,2.1,3.0
6,0,350000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
10,0,11999999,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
7,0,1100000,3.9,3.8,2.9,3.6,3.6,3.3,4.4,3.1,3.5
10,0,10500000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
6,0,5799999,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
28,0,3500000,4.0,3.7,3.0,3.7,3.3,3.1,4.1,3.1,3.8
5,0,750000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
5,0,5250000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
8,4,9500000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
6,0,2500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
6,0,8000000,3.6,3.8,3.3,3.7,3.9,3.8,4.5,3.3,3.8
8,11,1900000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
10,0,12500000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
6,20,550000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
3,0,750000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
8,0,15000000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
7,63,750000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
10,0,4800000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
5,0,6900000,3.6,3.8,3.3,3.7,3.9,3.8,4.5,3.3,3.8
7,0,6500000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
5,0,2000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
5,11,3900000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
5,7,610800,4.4,3.6,2.8,4.1,3.2,2.7,4.2,3.1,4.2
6,0,890000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
36,0,21000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
30,44,2900000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
3,0,1550000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
8,0,350000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
6,0,7300000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
6,0,3800000,4.1,3.4,2.9,3.6,3.2,3.0,4.4,3.1,3.6
25,24,1400000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
51,19,15000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
80,5,14400000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
25,6,15000000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
8,0,5200000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
6,0,6000000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
7,0,6700000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
18,15,550000,4.1,3.6,3.2,3.7,3.6,3.3,4.4,3.1,3.9
6,0,300000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
6,5,3500000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
13,6,599000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
7,14,1000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
10,0,1300000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
400,0,14000000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
10,0,20000000,3.6,3.8,3.3,3.7,3.9,3.8,4.5,3.3,3.8
15,0,12200000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
1100,0,12800000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
16,0,1990000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
4,0,200000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
6,1,700000,3.9,3.8,2.9,3.6,3.6,3.3,4.4,3.1,3.5
33,0,66000000,4.3,3.8,3.2,3.9,3.5,3.4,4.2,3.2,4.0
104,0,20000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
29,5,2500000,3.7,3.2,2.3,3.9,3.0,2.6,3.9,2.9,3.7
6,0,750000,4.1,3.8,3.2,4.0,3.3,3.4,4.2,3.3,4.1
4,0,1850000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
150,0,2000000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
500,11,8000000,4.4,3.8,3.3,3.8,3.4,3.4,4.2,3.3,3.9
15,5,1500000,3.5,3.5,3.1,3.7,3.4,3.4,4.4,3.0,3.6
6,7,2800000,3.4,3.2,2.6,3.7,3.4,3.2,4.3,3.0,3.5
8,21,550000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
6,20,300000,4.3,3.9,3.2,4.0,3.7,3.7,4.4,3.4,4.2
5,0,850000,4.3,3.7,3.0,3.9,3.1,2.9,4.2,3.0,4.1
10,5,880000,3.9,3.7,3.0,3.9,3.6,3.0,4.3,3.0,3.9
6,0,420000,3.8,3.4,3.1,3.6,3.5,3.4,4.3,3.1,3.5
8,0,12000000,3.4,3.4,3.1,3.7,3.1,3.2,4.4,2.9,3.6
