Area,DistanceToCity,Cost,Ecology,Purity,Utilities,Neighbors,Children,SportsAndRecreation,Shops,Transport,Safety,City
20.0,134.0,250000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
10.0,84.0,350000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
30.0,1.0,1300000.0,2.2,2.7,2.2,3.6,3.1,2.8,4.3,2.8,3.0,Московская область
6.0,61.0,600000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
10.0,46.0,490000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,81.0,890000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
9.0,54.0,690000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
6.0,16.0,350000.0,3.4,1.9,2.0,3.5,3.0,2.6,4.1,2.6,3.0,Московская область
15.0,49.0,1250000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
10.0,10.0,600000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
22.0,55.0,700000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
5.0,2.0,500000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
441.0,68.0,35000000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
5.0,24.0,1200000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
15.0,58.0,1800000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,4.0,2995000.0,3.1,2.8,2.6,3.7,3.5,2.9,4.2,2.8,3.2,Московская область
46.0,9.0,24900000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
9.0,86.0,1200000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
11.0,12.0,8100000.0,3.8,3.1,2.9,3.8,3.8,3.5,4.3,3.2,3.6,Московская область
6.0,14.0,200000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
10.0,51.0,550000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
3300.0,67.0,6500000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
17.0,87.0,420000.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
6.0,60.0,2100000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
25.0,19.0,4000000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
7.0,0.0,1650000.0,4.1,4.0,3.4,3.8,4.2,3.4,4.2,3.5,3.7,Московская область
9.0,5.0,8000000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
2089.0,32.0,150000000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
15.0,52.0,950000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
6.0,80.0,790000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
15.0,10.0,990000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
7.0,16.0,1750000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
15.0,8.0,500000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
10.0,13.0,4300000.0,3.4,1.9,2.0,3.5,3.0,2.6,4.1,2.6,3.0,Московская область
16.0,10.0,1800000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
10.0,20.0,2500000.0,3.4,1.9,2.0,3.5,3.0,2.6,4.1,2.6,3.0,Московская область
7.0,0.0,670000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
5.0,22.0,1500000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
6.0,2.0,300000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
20.0,2.0,1800000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
6.0,38.0,300000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
10.0,14.0,5200000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
25.0,54.0,700000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,56.0,700000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
15.0,0.0,2500000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
11.0,27.0,1440000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
36.0,33.0,1988722.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
15.0,38.0,1200000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
6.0,69.0,140000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
6.0,47.0,650000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
5.0,87.0,3000000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
4.0,73.0,280000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
10.0,54.0,690000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
8.0,18.0,1850000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
10.0,95.0,370000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
10.0,48.0,600000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
16.0,57.0,600000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
200.0,14.0,65000000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
6.0,66.0,199000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
6.0,17.0,2100000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
20.0,6.0,799000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,81.0,450000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
8.0,6.0,1060000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
6.0,40.0,500000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
5.0,22.0,756000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
9.0,54.0,730000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
18.0,0.0,8000000.0,4.2,4.1,3.6,3.9,4.4,4.1,4.5,3.6,4.0,Московская область
12.0,44.0,1700000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
6.0,30.0,1200000.0,2.2,2.7,2.2,3.6,3.1,2.8,4.3,2.8,3.0,Московская область
12.0,36.0,1500000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
6.0,30.0,1000000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
23.0,55.0,2499000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,66.0,550000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
12.0,57.0,600000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
15.0,56.0,1400000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
1000.0,51.0,8900000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
6.0,18.0,1300000.0,3.1,2.8,2.6,3.7,3.5,2.9,4.2,2.8,3.2,Московская область
32.0,79.0,3200000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
12.0,60.0,500000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
13.0,56.0,1000000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
27.0,56.0,600000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
9.0,24.0,2000000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
6.0,49.0,170000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
30.0,47.0,2300000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
730.0,104.0,1999999.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
11.0,26.0,1800000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
200.0,28.0,31000000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
8.0,5.0,560000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
8.0,5.0,450000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
7.0,71.0,320000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
8.0,97.0,600000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
15.0,48.0,5000000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
12.0,47.0,900000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
6.0,55.0,2000000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
16.0,55.0,5000000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
10.0,21.0,3400000.0,3.4,1.9,2.0,3.5,3.0,2.6,4.1,2.6,3.0,Московская область
370.0,28.0,39960000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
20.0,30.0,3080000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
20.0,27.0,3960000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
290.0,8.0,435000000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
200.0,28.0,18000000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
20.0,36.0,3960000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
24.0,17.0,4752000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
12.0,50.0,400000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
12.0,93.0,475000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
7.0,56.0,900000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
27.0,51.0,2000000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,84.0,600000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
15.0,94.0,600000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
2.0,1.0,3914844.0,3.3,3.3,2.8,3.7,3.7,3.5,4.3,2.9,3.6,Московская область
6.0,8.0,1700000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
14.0,73.0,1000000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
37.0,95.0,3000000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
8.0,0.0,890000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
10.0,54.0,1199000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
30.0,29.0,5000000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
20.0,8.0,2999000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
12.0,54.0,695000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
8.0,86.0,1200000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
6.0,11.0,499999.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
13.0,54.0,2300000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
24.0,67.0,1100000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
12.0,83.0,765000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
8.0,50.0,2000000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
12.0,46.0,350000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
15.0,18.0,513250.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
10.0,26.0,2700000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
10.0,18.0,590000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
9.0,12.0,340000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,106.0,650000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
10.0,57.0,480000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,3.0,650000.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
7.0,28.0,945000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
13.0,54.0,650000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
12.0,55.0,650000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
1800.0,5.0,10500000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
12.0,0.0,5900000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
12.0,52.0,1500000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
12.0,5.0,661600.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
11.0,30.0,650000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
24.0,56.0,1100000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
6.0,69.0,495000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
8.0,66.0,375000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
340.0,92.0,850000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
100.0,0.0,850000.0,3.9,3.6,3.0,3.6,4.0,3.2,4.4,3.3,3.5,Московская область
1400.0,0.0,40000.0,2.8,3.3,2.9,3.2,3.6,3.1,3.9,3.2,2.9,Московская область
1010.0,0.0,75000.0,3.9,3.6,3.0,3.6,4.0,3.2,4.4,3.3,3.5,Московская область
8.0,15.0,1758000.0,2.5,3.0,2.8,3.5,3.6,3.2,4.2,2.8,3.2,Московская область
17.0,1.0,15000000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
11.0,57.0,2900000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
360.0,3.0,120000000.0,2.5,3.0,2.8,3.5,3.6,3.2,4.2,2.8,3.2,Московская область
6.0,68.0,130000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
27.0,14.0,900000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
20.0,64.0,600000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
10.0,11.0,3369600.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
15.0,52.0,3000000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
6.0,65.0,400000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
10.0,34.0,718760.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
5.0,10.0,300000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
6.0,14.0,200000.0,3.3,2.8,2.5,3.6,3.5,2.9,4.3,3.0,2.9,Московская область
20.0,14.0,6000000.0,3.3,3.3,2.8,3.7,3.7,3.5,4.3,2.9,3.6,Московская область
1450.0,90.0,1900000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
15.0,73.0,3500000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
8.0,49.0,550000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
12.0,135.0,165000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
30.0,71.0,1500000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
15.0,34.0,1024080.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
7.0,15.0,1200000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
6.0,5.0,250000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
10.0,28.0,1500000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
6.0,81.0,160000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
6.0,4.0,5100000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
6.0,15.0,1300000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
5.0,82.0,1450000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
10.0,36.0,120000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
6.0,41.0,530000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
9.0,90.0,280000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
12.0,56.0,2000000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
22.0,6.0,3500000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
8.0,49.0,600000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,0.0,3950000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
15.0,25.0,2050000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
36.0,3.0,170000000.0,3.3,3.3,2.8,3.7,3.7,3.5,4.3,2.9,3.6,Московская область
7.0,54.0,590000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
20878.0,76.0,40000000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
15.0,57.0,850000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
13.0,30.0,5500000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
6.0,2.0,580000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
10.0,12.0,2660000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
6.0,81.0,450000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
13.0,12.0,3850000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
4.0,14.0,1100000.0,3.1,2.8,2.6,3.7,3.5,2.9,4.2,2.8,3.2,Московская область
8.0,60.0,350000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
15.0,87.0,450000.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
8.0,110.0,350000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
24.0,0.0,10500000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
15.0,94.0,400000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
10.0,55.0,220000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
7.0,77.0,1800000.0,3.3,2.8,2.5,3.6,3.5,2.9,4.3,3.0,2.9,Московская область
12.0,41.0,750000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
12.0,0.0,10000000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
15.0,70.0,135000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
10.0,74.0,420000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
10.0,55.0,1600000.0,3.5,3.5,3.0,3.5,3.7,3.0,4.0,2.9,3.3,Московская область
6.0,137.0,69000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
12.0,55.0,2650000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
7.0,0.0,850000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
10.0,0.0,800000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
9.0,79.0,750000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
13.0,25.0,5850000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
15.0,90.0,1200000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
10.0,19.0,5300000.0,3.4,1.9,2.0,3.5,3.0,2.6,4.1,2.6,3.0,Московская область
10.0,9.0,2790000.0,3.8,3.1,2.9,3.8,3.8,3.5,4.3,3.2,3.6,Московская область
14.0,24.0,3200000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
8.0,48.0,71000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
15.0,58.0,480000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
4.0,11.0,1800000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
30.0,4.0,3150000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
9.0,16.0,1500000.0,3.1,2.8,2.6,3.7,3.5,2.9,4.2,2.8,3.2,Московская область
12.0,25.0,850000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
8.0,50.0,395000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
40.0,8.0,17500000.0,3.5,3.5,3.1,3.7,3.8,3.7,4.5,2.8,3.5,Московская область
4.0,37.0,650000.0,2.2,2.7,2.2,3.6,3.1,2.8,4.3,2.8,3.0,Московская область
15.0,84.0,1200000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
6.0,7.0,370000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
8.0,81.0,250000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
10.0,33.0,1500000.0,2.2,2.7,2.2,3.6,3.1,2.8,4.3,2.8,3.0,Московская область
6.0,81.0,420000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
8.0,0.0,119000.0,2.9,3.9,3.3,4.1,3.9,3.4,3.5,3.4,4.1,Московская область
5.0,55.0,300000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
25.0,55.0,4700000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
14.0,0.0,125000.0,3.4,3.6,3.1,3.5,3.9,3.3,4.3,3.1,3.3,Московская область
8.0,59.0,230000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
19.0,38.0,3800000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
12.0,51.0,400000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
10.0,15.0,6500000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
21.0,100.0,650000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
11.0,81.0,250000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
14.0,65.0,775000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
13.0,20.0,950000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
13.0,46.0,1965000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
6.0,0.0,780000.0,3.4,3.6,2.9,3.4,4.0,3.2,4.0,3.1,3.2,Московская область
7.0,31.0,630000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
20.0,11.0,5500000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
6.0,65.0,250000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
14.0,0.0,125000.0,2.9,3.9,3.3,4.1,3.9,3.4,3.5,3.4,4.1,Московская область
12.0,48.0,700000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
8.0,69.0,570000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
11.0,7.0,269600.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
14.0,3.0,699000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
15.0,14.0,2300000.0,3.1,2.8,2.6,3.7,3.5,2.9,4.2,2.8,3.2,Московская область
10.0,70.0,235200.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
23.0,6.0,17000000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
10.0,0.0,2480000.0,4.1,4.0,3.4,3.8,4.2,3.4,4.2,3.5,3.7,Московская область
6.0,0.0,55000000.0,2.3,3.6,3.1,3.8,3.5,2.8,3.4,3.3,3.9,Московская область
