Area,DistanceToCity,Cost,Ecology,Purity,Utilities,Neighbors,Children,SportsAndRecreation,Shops,Transport,Safety,City
10.0,11.0,3369600.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
12.0,59.0,730000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
10.0,13.0,3110000.0,3.3,3.3,2.8,3.7,3.7,3.5,4.3,2.9,3.6,Московская область
15.0,60.0,200000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
11.0,37.0,1000000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
25.0,48.0,3500000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
183.0,10.0,100000000.0,3.6,2.9,2.7,3.6,3.3,3.3,4.2,2.6,3.5,Московская область
70.0,10.0,50000000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
9.0,38.0,80000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
12.0,94.0,230000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
15.0,0.0,4750000.0,4.1,4.0,3.4,3.8,4.2,3.4,4.2,3.5,3.7,Московская область
8.0,13.0,2850000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
24.0,20.0,850000.0,2.9,3.9,3.3,4.1,3.9,3.4,3.5,3.4,4.1,Московская область
18.0,51.0,3000000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
7.0,10.0,1550000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,15.0,690000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
8.0,96.0,650000.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
6.0,58.0,1000000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
25.0,49.0,1300000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,10.0,1250000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
12.0,15.0,1200000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,14.0,4900000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
8.0,49.0,600000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
6.0,29.0,1200000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
8.0,17.0,200000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
18.0,11.0,6308000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
13.0,10.0,5123800.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
6.0,74.0,103000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
7.0,14.0,6300000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
5.0,41.0,300000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
6.0,18.0,1300000.0,3.1,2.8,2.6,3.7,3.5,2.9,4.2,2.8,3.2,Московская область
6.0,27.0,690000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
10.0,51.0,1600000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
107.0,20.0,13250000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
362.0,17.0,1600000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
8.0,12.0,3500000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
10.0,7.0,8550000.0,3.6,2.9,2.7,3.6,3.3,3.3,4.2,2.6,3.5,Московская область
10.0,86.0,850000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
5.0,6.0,1800000.0,2.5,3.0,2.8,3.5,3.6,3.2,4.2,2.8,3.2,Московская область
7.0,62.0,550000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
438.0,19.0,54750000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
10.0,63.0,230000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
12.0,40.0,1300000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
10.0,60.0,800000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
20.0,4.0,11499999.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
58.0,95.0,40000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
30.0,28.0,17000000.0,3.7,3.5,2.7,3.6,3.9,3.2,4.0,3.2,3.4,Московская область
7.0,41.0,500000.0,2.2,2.7,2.2,3.6,3.1,2.8,4.3,2.8,3.0,Московская область
8.0,48.0,610000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
17.0,84.0,700000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
10.0,76.0,600000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
12.0,47.0,3999999.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,9.0,9000000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
127.0,14.0,23000000.0,3.3,3.3,2.8,3.7,3.7,3.5,4.3,2.9,3.6,Московская область
15.0,59.0,300000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
34.0,0.0,17500000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
15.0,99.0,950000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
9.0,28.0,1490000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
20.0,6.0,22280000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
20.0,10.0,1000000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
10.0,48.0,801000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
10.0,73.0,1200000.0,3.3,2.8,2.5,3.6,3.5,2.9,4.3,3.0,2.9,Московская область
15.0,0.0,1500000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
20.0,114.0,450000.0,3.8,3.3,3.2,4.1,4.2,4.1,4.2,3.5,3.8,Московская область
10.0,1.0,8000000.0,3.5,3.4,3.1,3.9,3.9,3.5,4.3,3.2,3.4,Московская область
10.0,10.0,500000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
13.0,37.0,2069000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
12.0,81.0,179000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
8.0,25.0,2950000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
10.0,10.0,350000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
15.0,65.0,575000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
7.0,18.0,1313760.0,3.1,2.8,2.6,3.7,3.5,2.9,4.2,2.8,3.2,Московская область
15.0,99.0,400000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
18.0,55.0,500000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
11.0,86.0,650000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
50.0,43.0,8300000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
12.0,74.0,599000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
11.0,4.0,6200000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
15.0,57.0,1150000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
6.0,35.0,900000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
6.0,75.0,140000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
15.0,86.0,850000.0,3.3,2.8,2.5,3.6,3.5,2.9,4.3,3.0,2.9,Московская область
10.0,54.0,1100000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
12.0,54.0,1250000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
7.0,21.0,1430000.0,3.4,1.9,2.0,3.5,3.0,2.6,4.1,2.6,3.0,Московская область
820.0,12.0,552800000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
12.0,18.0,900000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,125.0,890000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
8.0,96.0,350000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
6.0,21.0,1200000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
12.0,50.0,1000000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
15.0,91.0,250000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
12.0,38.0,1300000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
9.0,68.0,500000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
19.0,6.0,21600000.0,3.6,2.9,2.7,3.6,3.3,3.3,4.2,2.6,3.5,Московская область
12.0,59.0,1290000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,50.0,800000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
12.0,10.0,500000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
60.0,20.0,15600000.0,3.4,1.9,2.0,3.5,3.0,2.6,4.1,2.6,3.0,Московская область
1000.0,60.0,10000000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
12.0,54.0,700000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
25.0,65.0,2200000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
10.0,10.0,300000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
6.0,7.0,2100000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
6.0,22.0,794000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
5.0,22.0,699000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
1800.0,94.0,5000000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
347.0,56.0,550000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
15.0,70.0,595000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
9.0,14.0,4000000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
10.0,35.0,1423000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
6.0,90.0,350000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
12.0,49.0,400000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
9.0,100.0,500000.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
5.0,15.0,2100000.0,3.3,3.3,2.8,3.7,3.7,3.5,4.3,2.9,3.6,Московская область
24.0,17.0,9500000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
80.0,54.0,20000000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
7.0,5.0,3899999.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
21.0,52.0,11500000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
183.0,0.0,300000000.0,3.6,4.0,3.2,4.1,4.3,3.9,4.0,3.7,4.1,Московская область
11.0,73.0,1000000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
6.0,66.0,410000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
19.0,15.0,900000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
10.0,80.0,1050000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
7.0,10.0,2240000.0,3.5,3.5,3.1,3.7,3.8,3.7,4.5,2.8,3.5,Московская область
10.0,8.0,350000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
15.0,102.0,500000.0,1.4,1.6,1.9,3.5,2.8,2.4,3.9,2.4,2.7,Московская область
9.0,10.0,2700000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
5.0,11.0,2250000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
15.0,50.0,1650000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
6.0,35.0,950000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
12.0,65.0,900000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
10.0,28.0,2450000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
5.0,28.0,1499900.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
6.0,6.0,3999000.0,2.5,3.0,2.8,3.5,3.6,3.2,4.2,2.8,3.2,Московская область
6.0,34.0,730000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
11.0,49.0,700000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
11.0,4.0,2000000.0,3.7,3.3,2.8,3.5,3.5,3.2,4.4,2.8,3.7,Московская область
6.0,11.0,2214000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
15.0,12.0,7500000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
15.0,83.0,1500000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
15.0,86.0,150000.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
6.0,64.0,800000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
12.0,38.0,1550000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
5.0,13.0,300000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
6.0,24.0,5600000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
6.0,35.0,421600.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
5.0,34.0,425000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
6.0,75.0,180000.0,3.3,2.8,2.5,3.6,3.5,2.9,4.3,3.0,2.9,Московская область
7.0,35.0,537200.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
5.0,58.0,290000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
20.0,160.0,600000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
84.0,0.0,400000.0,2.9,3.9,3.3,4.1,3.9,3.4,3.5,3.4,4.1,Московская область
10.0,15.0,450000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
89.0,0.0,180000000.0,4.1,3.5,3.2,3.8,4.1,3.6,4.3,3.4,3.8,Московская область
10.0,0.0,1100000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,95.0,400000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
10.0,84.0,950000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
6.0,97.0,100000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
350.0,94.0,1000000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
15.0,44.0,3999000.0,3.1,2.3,2.0,3.7,3.1,2.5,3.9,2.5,2.8,Московская область
15.0,19.0,4155555.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
15.0,56.0,1150000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
100.0,55.0,5000000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
6.0,9.0,900000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
6.0,0.0,4000000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
22.0,4.0,16500000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
15.0,87.0,950000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
25.0,70.0,800000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
6.0,84.0,240000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
3.0,27.0,300000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
4.0,18.0,1100000.0,3.1,2.9,2.7,3.6,3.3,3.0,4.2,2.4,3.1,Московская область
10.0,36.0,130000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
18.0,50.0,1100000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
10.0,48.0,820000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
15.0,33.0,1600000.0,3.5,3.0,2.5,3.6,3.6,3.4,4.4,3.1,3.1,Московская область
8.0,75.0,800000.0,3.8,3.8,3.3,3.7,4.0,3.3,4.0,3.3,3.7,Московская область
12.0,59.0,180000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
10.0,10.0,500000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
10.0,22.0,3000000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
12.0,57.0,600000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,6.0,4500000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
7.0,72.0,104000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
8.0,45.0,3000000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
1500.0,55.0,15000000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
8.0,2.0,1500000.0,3.4,2.9,2.4,3.6,3.6,2.6,4.4,2.9,3.2,Московская область
25.0,47.0,1750000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
21.0,25.0,2900000.0,3.2,2.8,2.4,3.6,3.6,3.1,4.6,3.0,3.3,Московская область
6.0,41.0,350000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
8.0,0.0,130000.0,3.6,3.6,3.2,3.4,4.0,3.5,4.1,3.4,3.3,Московская область
12.0,47.0,633000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,80.0,520000.0,1.8,2.4,2.3,3.6,3.1,2.6,4.2,2.7,3.0,Московская область
15.0,57.0,800000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
12.0,38.0,1500000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
7.0,10.0,2870000.0,3.5,3.5,3.1,3.7,3.8,3.7,4.5,2.8,3.5,Московская область
12.0,75.0,107000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
12.0,86.0,114000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
13.0,18.0,2000000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
9.0,13.0,5000000.0,3.6,2.9,2.7,3.6,3.3,3.3,4.2,2.6,3.5,Московская область
10.0,0.0,650000.0,2.2,2.7,2.2,3.6,3.1,2.8,4.3,2.8,3.0,Московская область
6.0,35.0,299000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
10.0,52.0,500000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
12.0,96.0,350000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
15.0,77.0,134000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
6.0,11.0,2214000.0,3.4,2.8,2.6,3.6,3.0,2.7,4.0,2.7,3.5,Московская область
500.0,160.0,990000.0,3.5,3.6,3.1,3.7,4.0,3.5,4.2,3.3,3.5,Московская область
12.0,55.0,800000.0,3.4,2.9,2.6,3.7,3.9,3.6,4.4,2.8,3.3,Московская область
8.0,54.0,399000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
8.0,50.0,800000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
236.0,17.0,100000000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
4.0,57.0,450000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
14.0,2.0,2500000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,84.0,1800000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
9.0,49.0,449000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
4.0,10.0,1400000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
22.0,4.0,17000000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
7.0,6.0,4500000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
4.0,15.0,4300000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
13.0,18.0,4700000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
14.0,4.0,9000000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
13.0,8.0,3200000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
13.0,16.0,3374800.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
17.0,15.0,10000000.0,3.5,3.3,2.8,3.6,3.4,3.4,4.2,2.6,3.4,Московская область
15.0,15.0,6300000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
12.0,59.0,1450000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
6.0,18.0,2750000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
6.0,6.0,2400000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
70.0,0.0,20000000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
24.0,0.0,6500000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
20.0,54.0,1200000.0,3.8,3.5,3.2,3.6,4.2,3.8,4.4,3.2,3.4,Московская область
13.0,10.0,600000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
25.0,5.0,25000000.0,3.0,3.1,2.7,3.8,3.5,3.5,4.4,2.5,3.5,Московская область
15.0,96.0,600000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
10.0,47.0,890000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
15.0,85.0,230000.0,3.9,3.7,3.5,4.2,4.0,3.5,4.5,3.2,4.2,Московская область
15.0,58.0,500000.0,2.4,2.5,2.2,3.4,3.2,2.6,4.2,2.5,2.8,Московская область
6.0,85.0,300000.0,2.9,3.2,2.8,3.8,3.5,3.1,4.2,3.0,3.4,Московская область
10.0,30.0,1550000.0,2.2,2.7,2.2,3.6,3.1,2.8,4.3,2.8,3.0,Московская область
8.0,48.0,440000.0,3.2,2.4,2.3,3.6,3.1,2.4,4.2,2.8,3.1,Московская область
26.0,50.0,2200000.0,3.2,2.5,2.2,3.5,3.2,2.5,4.1,2.9,2.9,Московская область
100.0,0.0,3800000.0,3.8,3.3,3.2,4.1,4.2,4.1,4.2,3.5,3.8,Московская область
10.0,10.0,1500000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
10.0,77.0,149000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
450.0,117.0,1500000.0,3.0,2.8,2.4,3.7,3.3,2.9,4.3,3.1,3.2,Московская область
12.0,17.0,800000.0,3.2,2.9,2.5,3.5,3.3,2.8,4.2,2.8,3.1,Московская область
12.0,17.0,750000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
9.0,49.0,300000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
10.0,0.0,299000.0,4.2,4.1,3.6,3.9,4.4,4.1,4.5,3.6,4.0,Московская область
10.0,80.0,200000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
15.0,24.0,2500000.0,3.7,3.5,3.2,3.9,3.8,3.6,4.3,3.0,3.5,Московская область
140.0,0.0,990000.0,2.7,3.3,2.9,3.5,3.5,3.2,4.0,3.3,3.3,Московская область
13.0,49.0,400000.0,3.7,3.5,3.1,3.9,3.5,3.2,4.1,2.9,3.4,Московская область
17.0,65.0,2000000.0,3.5,2.7,2.7,4.0,3.6,3.1,4.2,3.1,2.9,Московская область
14.0,81.0,250000.0,3.9,3.4,3.0,3.9,3.6,3.5,4.3,3.0,3.7,Московская область
35.0,76.0,560000.0,2.6,2.8,2.6,3.7,3.6,3.1,4.2,3.2,3.2,Московская область
